drugName,condition,review,rating,date,usefulCount
Latuda,Bipolar Disorde,"""This medicine has changed my life!! I have battled depression for years. Although my psychiatrist had me on more than 1 antidepressant I would still have days I would get up and be in a black hole. I never knew how long it would last - days or weeks. My diagnosis was Major Depressive Disorder - Reoccurring. I just couldn&#039;t understand with all the meds why I still struggled so much with the monster of depression. I talked to my psychiatrist about it and he started Latuda. The sky is bluer the grass is greener and I know what joy is!""",10,2-Nov-16,62
Latuda,Schizophrenia,"""My daughter takes 40mg of the Latuda. You should always take it with your dinner no later then five or you will be tried in the morning. This was told to me by her doctor. She has been on this medicine for about 7 months. She sleeps well at night.""",6,28-Aug-11,56
Latuda,Bipolar Disorde,"""The first time I took Latuda was in the hospital and I was put on 40 mg. I had a little nausea, but no other side effects. Later my psychiatrist raised the dose to 80 mg. That&#039;s when I started having severe akathisia and vomiting (no weight gain or loss though). It seemed almost intolerable, but I stuck with it for several months. I then switched to Abilify but soon was taken off antipsychotics all together. I was stable for several months, but then started having mania again. Recently, my psychiatrist recommended that I try Latuda at a smaller dose. I was skeptical, but I decided to try it. I love it! The dose is just enough to control my symptoms, and I&#039;ve had no side effects. My new insurance is denying it though, so I&#039;m on samples.""",9,31-Oct-15,38
Latuda,Bipolar Disorde,"""I&#039;m on 200mg Lamictal and 150mg Wellbutrin for bipolar II with mania controlled and depression affecting my daily life. Added 20mg of Latuda 3 weeks ago and I&#039;ve seen massive improvement. I went from sitting at home on the couch all the time to going out and applying for jobs and completing many projects around the house. It does come with drowsiness, works better than my prescribed sleep medication, and some nausea but food solves that. I don&#039;t know if my dosage will be increased but I feel great now with all my other medications plus the Latuda. Overall the pros make the cons nonexistent in my eyes.""",9,13-Jan-14,183
Latuda,Bipolar Disorde,"""I just started taking Latuda, and have found it makes me very sleepy, I&#039;m wondering if I should take it at night instead of the morning.   I was on Wellbutrin but had to be taken off because of extreme anxiety and emotionality.""",4,22-Oct-13,29
Latuda,Bipolar Disorde,"""Did not help depression and caused involuntary facial expressions even after stopping. Permanent... raised sugar diabetic???""",1,14-May-17,10
Latuda,Bipolar Disorde,"""Never been so sick, flu like symptoms and no help with depression. I experienced anxiety and panic attacks while taking it. 3 weeks was all I could take. Back to the doctor for a medicine change. Thank God I had some Xanax to help along the way. Hope others have better luck with it than I did.""",1,23-Mar-14,66
Latuda,Bipolar Disorde,"""I have type 2 BP along with many other things and I do say I love this RX. It helped me out for a very long time one of the first and few. However I did feel very dulled emotionally. I was on 140mg daily but any does lower did not work. I could not even cry unless something absolutely tragic (Ie. Death or someone I loved getting hurt) happened in my life. Also I hated having to take it with food. I constantly had an upset stomach as I could never seem to get eating and taking the med right. So all in all I took myself off from the med and the withdrawls from it were hell. For about two weeks I felt like I was dying. So as a conclusion; this med does work and work well if you like being a robot who vomits.""",7,31-Jan-17,21
Latuda,Bipolar Disorde,"""After 5 months on this medication it did nothing for my &quot;manic-depressive bipolar disorder&quot; that I was diagnosed with. It caused me to rapidly put on fat and riddled me with anxiety. I&#039;ve never had a panic attack in my life until I took this medication. I was prescribed latuda 40mg, after 2 months had numerous panic attacks and gained over 15lbs of fat, made me very angry and anti-social, it&#039;s also expensive as hell even with insurance. I quit taking it and forced myself to workout and eat clean and I feel 10x better than when I was taking this crap. No more depression, no more panic attacks or anger. My bipolar symptoms are completely gone from just changing my diet and adding structure to my chaotic life.""",1,14-Mar-15,34
Latuda,Bipolar Disorde,"""Nothing but upset stomach all the time!  Feel like I&#039;m going to throw up every minute of every day for 3 months now!""",1,9-Sep-13,26
Latuda,Schizoaffective Disorde,"""I started Latuda about a week and a half ago and for once, my husband noticed I had a brighter mood. The nausea hits me a little bit but it&#039;s not so severe that I would stop the medication. For those who take Verapamil for migraines (etc) should be warned - my psychiatric nurse practitioner did not say there is a moderate interaction between these two medications. Verapamil potentiates Latuda, thus making Latuda stronger. I haven&#039;t had any other nasty side effects. No EPS. Good sign.""",10,22-Aug-11,29
Latuda,Bipolar Disorde,"""Bipolar 2 cyclic .started with Serequil, lamictal and Vyvanse. Serequil worked but horrible side effects: urine retention. Daily HA, All day long nausea, weight gain 22#. Despite watching diet and daily swim.  Started  Latuda Took 40mg  at dinner (8pm) for 4 week. what a great mood stabilizer for me but still having periodic days of mania and depression. Inc to 80 MG. Doing great. Within 3 weeks of starting Latuda lost 20 lbs ( almost like my metabolism kicked into overdrive) after being on Serequil.  side effects:  my stomach super sensitive so of course nausea.  I must take 1 hr after dinner, letting food digest, no alcohol. Otherwise vomiting within 2 hrs after taking. I take RX haldol 0.5mg BID and Zofran ODT for breakthrough nausea""",10,30-Aug-16,26
Latuda,Schizophrenia,"""My daughter is on this med she is 23. Her dr. Told her to take at dinner time  300 calories or more she eats about 6 or 7 because it makes her a little tried. But she still love doing things outdoors. I thank god for this med. It works for her.""",8,15-Mar-15,29
Latuda,Schizophrenia,"""Only been on it for a week and am feeling extremely miserable. It&#039;s hard to describe but the only effect it has had is a couple hours after I take it I get this unbearable mental discomfort where I feel both exhausted and restless at the same time. It&#039;s driving me crazy! Other than that, it&#039;s had no other effect, positive or negative.""",1,2-Oct-17,5
Latuda,Bipolar Disorde,"""Latuda has been a lifesaver. I&#039;ve been battling crippling depression, suicide attempts and extreme mania. I have been through it all, tons of money and success to literally living out of a van. Latuda has completely equalized me and has allowed me to live a normal life. Bad akathesia as a side effect but if I take it at night I&#039;m ok. Make sure to take this drug with food, that&#039;s vital!  Give it a try it may save your life :)""",10,25-Oct-15,41
Latuda,Bipolar Disorde,"""I have been on Latuda 80mg for 10 months now and can honestly say that it has changed my life. The first few weeks of adjusting to the medication was awful - I couldn&#039;t work and the nausea and headaches were out of this world. However now I feel as feel as good as new. It has stopped my hallucinations and has kept me balanced. It does make me very sedate after taking it so I only take it right before bedtime.""",9,10-Aug-15,25
Latuda,Bipolar Disorde,"""I recently started taking Latuda and couldn&#039;t be more please with it. For many years I have been struggling psychologically, have been on variety of different depression medication that offer no help or even worsen my symptoms. I been diagnosed with PTSD, Chronic Depression in 2008, and 2015 also diagnosed with Bipolar. I am quite disappointed that I wasn&#039;t introduced to Latuda earlier. Latuda  has enhanced the quality of my life in so many great ways. Not only that I feel better and happier, I am a better mother and a girlfriend. Latuda not only help with Bipolar, but it addressed all my mental problems. I am finally able to feel normal and have a normal life!""",10,17-Jan-17,33
Latuda,Bipolar Disorde,"""40mg latuda Makes my arms hurt. Makes me feel high like a zombie take it at night only. I been getting a lil snappy towards people. I take trazadone 150 mg at night to sleep. Also take hydroxyzine 25mg as needed for anxiety. Bipolar I diagnose. . I hate meds...""",2,14-Jun-15,19
Latuda,Bipolar Disorde,"""Latuda, mood stabilizer (trilleptal 300 twice daily) and anti depressant (Effexor 150 once in morning) have helped so much. I&#039;ve felt like a Guinea pig the last two decades with different drugs and different Drs telling me conflicting things. The one thing they all agree on is I&#039;m bi polar II, PTSD disorder and borderline personality. What they couldn&#039;t agree on is what to give me. I&#039;ve been on more medications than I can count and the only one that ever has not only WORKED for me but has little to no ugly side effects (for me) has been this combination which was stumbled upon one of the many times I&#039;ve been hospitalized for despression or suicide attempt. Ever since then Latuda has been a must in my daily life. 40mg once at night.""",9,6-Aug-16,35
Latuda,Bipolar Disorde,"""I switched this from Ability and the difference is night and day - energized, happy and manic free. I follow the rules to a tee - take at night with a minimum 350 calories - I noticed some posts here reporting vomiting and ineffectiveness - it&#039;s not just about stomach upset - you MUST take the med on a full stomach or it wont be absorbed properly and will likely cause upset too - this is what my Doc tells me and he seems to be right""",10,6-Oct-16,41
Latuda,Bipolar Disorde,"""I first started latuda at 40mg and it had zero effect.  My dose was increased to 80mg and within two days, every single last bit of noise in my head disappeared completely.  My focus is excellent now and my life has literally changed because of this drug.  My energy is put into things that are important like a clean house and a clean body and I am so happy all the time now.  I can&#039;t believe how excellent this drug is and I am so happy I was given the right dose to help me live a better life.  I&#039;m actually ready to face the world again and get off of disability and go back to work!  I CAN&#039;T DESCRIBE HOW MUCH THIS DRUG HAS CHANGED MY LIFE POSITIVELY.  Complete 180 degree turnaround!""",10,9-Apr-15,121
Latuda,Schizophrenia,"""Works great. Took away the voices I was hearing. I don&#039;t really experience side effects.""",10,7-Dec-15,24
Latuda,Bipolar Disorde,"""This drug is the devil.Its evil! Some drugs are not for everyone and this one is not for me! Be careful.""",1,19-Jul-15,24
Latuda,Bipolar Disorde,"""I am 58 and was diagnosed with Bipolar II and ADHD. I&#039;m currently on Latuda 20 mg, Lamictal 300 mg, Cymbalta 60 mg, and Vyvanse 40 mg per day. Before Latuda I would stay in bed for months and considered suicide. Within a week of starting it I was motivated, hopeful and energetic. I do experience significant restlessness, a weird anxiety and hyperventilating about 2 hrs after taking it--it also makes me drowsy-- so I eat about 8 pm, take it (you must take Latuda with at least 350 cal for proper absorption of the med) and go to bed about 10. It doesn&#039;t bother me while I&#039;m asleep. Unfortunately, I have noticed a return of some depressive symptoms lately. I tried 40 mg, but the side effects are too severe. :(""",8,23-Jul-16,23
Latuda,Schizophrenia,"""This is the end of the second month on Latuda and I like it because there aren&#039;t any side effects.  I sleep less than I did on the many other medicines I have tried.  I&#039;m finally losing weight (with the other medicines I&#039;d gained 40 lbs).  Overall I have more energy with this medicine and it seems to be very effective.  I take a 40mg dosage.""",10,4-Aug-11,70
Latuda,21</span> users found this comment helpful.,"""I ended up in the ER three days after starting it feeling like I couldn&#039;t sit still and I was going crazy. I was shaking, feeling short of breath and feeling suicidal. """,1,25-Jul-11,21
Latuda,Bipolar Disorde,"""Horrible medication! It caused me to have medication induced akathesia! I experienced extreme restlessness and uncontrollable tics in my mouth. My legs would continue to jump up and down while sitting! My psychiatrist initially placed me on propranolol to stop these side effects and worked initially. Then, he had to increase the dosage because it came back. Eventually, he had to take me off propranolol and place me on cogentin (Benzotropine mesylate). Cogentin is used for Parkinson&rsquo;s disease. That&rsquo;s how bad it got! Never again!""",1,15-Nov-17,0
Latuda,Bipolar Disorde,"""I don&#039;t want to bash this drug because it sounds like it is really good for a lot of people. Also, it is by far the best antipsychotic I have tried in terms of side effects and effectiveness. However, like all antipsychotics I&#039;ve tried so far (Seroquel, Abilify), it made me emotionally flat and unable to enjoy life. Being on it is better then being depressed, but it took away my ability to enjoy everything I used to (reading a good book, listening to music, looking beautiful scenery or paintings). I am switching over to Depakote, and I can already feel my life coming back as the Latuda goes down.""",6,21-Jan-16,35
Latuda,Bipolar Disorde,"""I am diagnosed with Bipolar 2 and ADHD. I take Straterra for ADHD, which stopped the anxiousness, and I just started Latuda two days ago. It has been a dream! Since I have had such difficultly responding to several bipolar medicines that were prescribed, it is so refreshing to have found a medicine that makes me feel like myself without the moods. I am so grateful! However my only struggle with Latuda has affected my sleep slightly, I am a bit more restless when I sleep, but I have been compensating this issue with taking melatonin.. not a big issue for the amount of positives I am experiencing! Hopefully it will improve with continued use.""",9,10-Nov-11,78
Latuda,Bipolar Disorde,"""I&#039;ve had mostly positives with it. I do have some difficulty moving quickly at the gym because it causes dizziness, but this is a small inconvenience. It does raise my sugar, but weight loss counteracts this. It is really expensive, so I&#039;m glad my insurance pays for it.""",9,13-Apr-14,66
Latuda,Bipolar Disorde,"""I&#039;ve only been on this med for  5 days and I feel FABULOUS!!!  On my last 40 mg dose today &amp; then upping to 80.  It&#039;s been a year of hell on my antidepressants with cycling up &amp; down. I call it the the roller coaster of emotions. My depression would only improve for a short time &amp; then I crashed back down.  I can&#039;t believe how amazing I feel in such a short amount of time.  So thankful!!!!""",10,1-Sep-17,18
Latuda,Bipolar Disorde,"""Latuda is the fastest acting drug for bipolar depression I&#039;ve experienced, without side effects. I was frankly dubious about ever finding anything that would work. Dr. prescribed it as an add on to Lamictal, which is a slow-acting drug. I took Latuda at 5 PM and the next day I was feeling noticeably better. On my 3rd day and I feel better than yesterday. If all goes well, this could be a miracle drug for me, even though it&#039;s too soon to know. It&#039;s been months after a mania episode that I&#039;ve wind-down to a depressed state, that is not severe but has been constant, where I can&#039;t even remember the path to a thought pattern that isn&#039;t guilty, hopeless, or without pleasure. I&#039;ve regained a peace of mind required to get therapeutic learned skills""",10,20-May-17,44
Latuda,Bipolar Disorde,"""Suffering from Bipolar I was prescribed Latuda. Over a 1 year period of taking the drug I lost motivation, became depressed, and bordered suicidal. With a lifetime of struggling with mania and anxiety, I&#039;ve never been suicidal until taking this drug. It&#039;s also a tier 3, so it will run your most expensive copay or thousands a month without copays.""",2,5-Apr-16,13
Latuda,Bipolar Disorde,"""I&#039;ve been taking Latuda since about November. I also take Klonopin to help me sleep which it doesn&#039;t seem to be doing anymore. I take my Latuda in the evening. I&#039;ve also noticed a huge drop in my sexual appetite and it definietly has suppressed my appetite. I don&#039;t eat much don&#039;t really have much of an appetite at all. I&#039;ve started waking with a lot of muscle pain over the past week or so I see my Dr. again on the 16th and am going to ask him if this is usual which it seems to be from other people. I honestly like this medication more than most others I&#039;ve been on and it&#039;s nice to lose the weight my old medications made me gain. I have a hard time waking up and usually sleep till about noon.""",7,4-Mar-12,61
Latuda,Bipolar Disorde,"""I am taking this for bipolar. I&#039;m not taking it in any combination of other meds. So far I have had only good results. I was told it could have sedative affects but the opposite has been true with me. When I do fall asleep then I sleep just fine. Haven&#039;t experienced any weight gain. Latuda  has helped me much more than anything else I have ever taken. I am a veteran and also have PTSD and it has even seemed to help with that. I recommend this drug, just give it a fair try. Some side affects diminish or go away over time.""",7,12-May-17,35
Latuda,Bipolar Disorde,"""I have rapid cycling bipolar disorder.I was starting latuda because I wanted to get pregnant and it was suggested by my psychiatrist. While I was on it my moods were rapidly cycling worse than I was when off meds. I had 4 attempts at suicide before the doctor suggested going back to lithium.""",4,15-Jan-16,21
Latuda,Bipolar Disorde,"""I love Latuda! I haven&#039;t felt this good in years. My Dr gave it to me for my depression. I really love how it gives me energy  it also didnt take long to kick in. Problems I have with it: dead sex drive, vaginal problems, and anxiety. Make sure you take it at night so you can sleep through the anxiety. Literally take it right before you go to bed.""",7,14-Oct-17,12
Latuda,Bipolar Disorde,"""This is the first medicine since I&#039;ve been diagnosed with Bipolar 1 that makes me feel normal. I started on 20mg for a week then went up to 40mg for 5 wks now. Unfortunately my insurance won&#039;t cover it so now my Psych is giving me Abilify samples. I&#039;m not happy about this because in past yr Latuda has worked the best without any side effects. Latuda made it possible to actually function as a mother and full time worker. I&#039;m afraid to go on Abilify I don&#039;t want to feel crazy again especially after finally feeling normal for once. """,9,11-Jan-14,146
Latuda,Bipolar Disorde,"""After taking for three days had a severe anxiety attack while driving a car. Ended up an emotional wreck the rest of the night. I&#039;ve never had anything like that happen.""",1,24-Jan-14,83
Latuda,Bipolar Disorde,"""I am honestly not sure how to rate this medication but I can relate my experience so far.  I have had no nausea, it does help me sleep better.  I was given the medication for bipolar.  I have been emotionally shut down for a long time and after 3 days it has opened up my emotions and I am not sure if that is a good thing or a bad thing.  In February my husband died of an accidental cocaine overdose.  The only emotion I have felt since he died is anger.  Now I feel over whelmed with grief and I am just not sure how to deal with that.""",5,5-Jul-12,40
Latuda,Bipolar Disorde,"""I was put on Latuda recently after switching from Zyprexa because Zyprexa made me extremely fatigued. Latuda doesn&#039;t make me as tired except for when I&#039;m driving, when I feel like I&#039;m about to fall asleep at the wheel and sometimes do close my eyes. In addition I&#039;m hungrier than normal and even though I&#039;m only eating 1,000 calories or less a day and am exercising at least 4 times a week I am not losing weight. I feel like I am suffering pointlessly for this. It hasn&#039;t helped my depression either. I am irritable a lot of the time and am still having mood swings. I think it may be time for me to quit meds for good. They haven&#039;t worked for anyone else in my family so why should they work for me? I need to get off of them.""",4,27-Apr-17,14
Latuda,Bipolar Disorde,"""Worst medicine for bipolar I have tried, it made me extremely angry and irritable. I got extreme hot-flashes that got worst during the night, which prevented me from sleeping. It also made me feel more depressed and I actually gained weight on it. The withdrawals weren&#039;t that bad but the hot flashes haven&#039;t gone away completely. Not a good drug for me personally but I hope it works well for others.""",1,12-Apr-16,31
Latuda,Bipolar Disorde,"""I have taken Latuda for about 2 weeks for Bipolar Depression. I also take Prozac and Depakote. I have never had a medicine work so quickly and dramatically. I can feel again...love for my family...optimism...although I am not sleeping as I did before. I have gone from 12-13 hours/night to 6-8 hours/night. I have had brief episodes of irritability but so far have been able to resolve them quickly. I feel better than I have in years.""",9,28-Jun-11,152
Latuda,Bipolar Disorde,"""I have been on Latuda now for three weeks and am quite pleased.  My anger and agitation level is tolerable (great difference).  My manic is still elevated but where I like it.  First week I had bouts of headaches that have since passed.  I can&#039;t take it at dinner because I only last about an hour and a half after taking it.  Only issue I&#039;m struggling with right now is although I get tired from the pill I can&#039;t fall asleep. """,9,16-Oct-11,69
Latuda,Bipolar Disorde,"""I love this medication because it has cleared my head and made me feel a lot more stable. I also take Luvox, Lamictal and Klonopin for Panic Disorder and insomnia. Even before going on Latuda, I was having severe insomnia but only at night. I have had problems with that all my life, however. The Klonopin helps me sleep during the day but not at night as it was doing. Despite the great effects of Latuda, I recently went off of it because for several hours after I take it, I am so restless I can&#039;t stop moving. Doc recommended Cogentin but I don&#039;t want to be on any more meds than necessary. However, after going off the Latuda, I went manic and then crashed. I think I may give it a go again, WITH the Cogentin this time. I have Bipolar 1.""",8,17-Sep-12,42
Latuda,Bipolar Disorde,"""I&#039;ve been on latuda for now almost a year&amp;what a difference it has made in my life! It keeps my mania&amp; depression@ a minimum.  It had also helped me with my irrational fears, O.C.D., &amp; ruminations!  Thanks to latuda I&#039;m back to a lovely creature!""",10,18-Apr-16,62
Latuda,Bipolar Disorde,"""I started latuda 11 months ago (20mg, then 40, now 60), and I think all it does is trigger hypomanic episodes with dose increases and when those end I end up feeling more depressed than ever. The depressive episodes on latuda have been some of my worst in over three years, and the hypomanic episodes seem to last longer than usual. I also get ridiculously restless, having trouble falling asleep, but then having trouble waking up (I sleep through alarms for over an hour). I thought I found the drug for me, but I&#039;ll be seeing my psychiatrist soon to switch. At least it worked well for awhile?""",4,12-Jan-16,17
Latuda,Bipolar Disorde,"""I was prescribed this for depression-off label, added 20mg to my Paroxetine. It seemed to help greatly with the depression, but I had to quit after 7 weeks due to Akathisia and extreme dry mouth. Dry mouth was so bad, I begun to get sores on the inside of my lips. I&rsquo;m nervous about not taking it, because it helped a lot. My Doctor upped my Paroxetine when I quit the Latuda - I&#039;ve got my fingers crossed!""",5,9-Dec-17,0
Latuda,Bipolar Disorde,"""I first started on Latuda at 20 mg two years ago and then my psychiatrist upped it to 80 mg over a month ago. I do not the same irritability and agitation like I had when I was on 60 mg and small things that rubbed me the wrong way before do not have the same affect on me now. I also take Wellbutrin 300 mg and Viibyrd 20 mg in combination with Latuda. All together I now feel more stable than I have since I was 16, and I am now 23.""",10,26-Mar-16,27
Latuda,Bipolar Disorde,"""I started Latuda 20mg 5 months ago with no results until a few weeks later, increasing dosage to 40mg. Felt pretty good, the depression &amp; anxiety improved, but still not &quot;balanced&quot;. 6 weeks ago, I increased my dosage of Wellbutrin from 150mg to 300mg and finally felt really good for a change! 
But now the past 3-4 wks, I feel I am in hypermania, as all the signs are there... I&#039;m talking fast and a lot, making purchases online, which I don&#039;t normally do, and sleep is sketchy! 
Since I, like most, prefer mania over all other moods, I haven&#039;t contacted my therapist yet, because I know more changes to medications is imminent, before I crash and go into deep depression. 
One last try with Latuda, increasing the dosage to 80mg next week.""",9,29-Oct-16,20
Latuda,Bipolar Disorde,"""Horrible, evil pill.

Didn&#039;t realize it was causing me anxiety after being EPC for false statements, they put me on it in the hospital and I was like sure okay.
They rapidly ramped me to 60mg, the anxiety/nervousness from it was intense, crippling and basically made me botch an easy in and out hearing where my family fully supported me - they weren&#039;t even allowed in to testify to the falseness of why I was EPC&#039;d cause i shut down and said no contest to total BS. 

This drug is known for causing people to be violent. I can sort of see why it might do that. It&#039;s immensely powerful, and the &quot;doctors&quot; like to give out a needlessly high dose.

The irony is, the doc I have now says I&#039;m not even bipolar.""",1,13-Nov-16,19
Latuda,Bipolar Disorde,"""Bipolar 2 with psychotic features (voices/some visual when it&#039;s real bad) Week 3 of Latuda now on 120mg to replace 800mg of Seroquel. Last dose of Seroquel will be this Thursday. Taking Lithium, Lamictal (I like this one too), Topamax, several more psych meds as required, and asthma meds. Latuda is GREAT! My mood is slightly on the manic side, but sleep is perfect, so a little (safe) fun is just fine by me. Everybody around me has noticed the change. I&#039;ll let things settle for a couple months and ask the psych to drop the Topamax some (I think it messes with my memory at 300mg). So far no weight loss on the Latuda like the rest of you seem to have noticed, but the rest is so great, I&#039;m all in.""",10,7-Nov-12,58
Latuda,Bipolar Disorde,"""I have been severely suicidal for 15 years with no attempts in that time. Just could not escape the repetitive desire to escape my bad depression. Started taking Latuda 4 months ago 80mg and suicidal thoughts have diminished greatly. Problem sleeping now and some twitching doc put me up to 120mg and sleeping only 3 hours a night usually. I am 250 pounds and was 290 before bipolar medicine. Food cravings have pretty much ceased. Amazing thing is even with little sleep I am not having nearly as many haywire thoughts from my schizophrenia as I usually do without much sleep. Actually want to try now. I am back down to 80 mg and think I am going to halve that to 40mg in a week to get sleep back under control. Xanax and unisom are helping for sleep now""",7,3-Dec-15,13
Latuda,Bipolar Disorde,"""I started Latuda about a month ago. Its hard to know if is truly working because I am trying to come off of 300 mg of Seroquel. Whoever wrote Latuda made them restless, this happened to me too so my doctor gave me Cogentin and it worked. I&#039;m still hungry all the time but once I&#039;m off Seroquel I shouldn&#039;t be. I also take Vyvanse, Lorazepam, Restoril, and Keppra which is for my seizure disorder. I say Latuda is an 8 so far my paranoia is gone.""",8,12-Feb-12,31
Latuda,Bipolar Disorde,"""I started Latuda about a month ago so far I feel amazing. My negative thoughts (voices in my head) are not gone but more positive and not so attacking. I havnt had any erges in my body to yell scream or cry for no reason. I havnt yet to pop off quick like I did before I have no feeling to even be upset. I&#039;m Feeling as if iv let go of all the bad energy I had inside me. A lot more tired and restless I&#039;m sure I will get more use to it later but it&#039;s help me not wake up in a panic like I did everyday before. I would truly recommend to anyone who just wants to figure out who they truly are somone who wants consistency with there self If that makes sense? I love the person I am now and I hope to keep feeling this way. Good luck""",8,17-Aug-16,55
Latuda,Bipolar Disorde,"""Took for one month in the midst of a deep depression (2 weeks at 20mg, then 2 weeks at 40mg).  It flipped me into a mixed mania - even worse - so I discontinued it, but not before it jacked my weight up 15 lbs.""",1,22-Apr-17,14
Latuda,Bipolar Disorde,"""No problems except for nervousness, but could be Pristiq med as well. No sex drive but optimistic things will clear up soon.""",9,11-Dec-17,0
Latuda,Bipolar Disorde,"""I had been on Latuda for two months.  Great medicine except I had severe muscle weakness.""",1,29-Nov-11,38
Latuda,Bipolar Disorde,"""Recently diagnosed bi polar. I was on Latuda 40mg and felt good. After two weeks of the 80mg that my psychiatrist prescribed me I started to notice severe depression. It would occur about 30 minutes after taking. I was even having suicidal thoughts which has never happened to me. The first night I stopped taking it I did not feel depressed at all. The med just didn&#039;t work for me. We are going to try Abilify next.""",3,24-Sep-15,22
Latuda,Bipolar Disorde,"""Because Abilify went to generic recently, my therapist could no longer give me samples, so I had to discontinue it and after going a month with only taking my Wellbutrin &amp; Xanax to help treat my Bi-polar disorder, I crashed!!
My therapist suggested I try Latuda, but because I have serious side-effects from most drugs, I was hesitant!
Finally decided, after reading a lot of reviews on here, to at least try it.
I started on 20 mg and after 10 days, the only thing happening was a lot of vivid dreaming!  I was still anxious &amp; very depressed, so I increased my dosage to 40 mg and after 3 days, the depression &amp; anxiety lifted! 
No nausea or weight gain, but very sleepy after a couple hours of taking &amp; still lots of crazy dreams! 
I&#039;m HAPPY again!""",8,10-Sep-15,48
Latuda,Bipolar Disorde,"""I have been taking this at 20mg for a week and have went from decent to violently ill ...vomiting, the runs, crippling headaches, muscle pain ... I stopped taking it today slowly starting to feel better...""",2,19-Sep-15,16
Latuda,Schizoaffective Disorde,"""I&#039;m on 80mg. It has helped a lot with my delusions, though I still get them to an extent. I still hear voices unfortunately. It&#039;s also worked wonders for my mood, combined with 2 anti-depressants. Helps me sleep well. Only thing is the side effects are horrible... slight restlessness, OCD symptoms, boredom. Also, I can only take it at bed time. If I take it during the day it makes me really ill, so I have to sleep it off.""",8,4-Jul-17,5
Latuda,Bipolar Disorde,"""There were negatives about this drug and I even put off taking it. I ended up starting it and as far as I can tell I have/had no side effects, I felt better quickly, I feel different. My racing mind had come back a little, as seroquel kept racing thoughts under control, I&#039;m all but weaned off seroquel. And Latuda is good. Its been months, since I started Latuda and I don&rsquo;t have a worry about taking it.""",9,20-Oct-17,6
Latuda,Bipolar Disorde,"""I was on Latuda for a week and it made me way worse.  Now that I&#039;m off of it the depression is much worse.""",1,9-Apr-17,7
Latuda,Bipolar Disorde,"""This medication saved my life. I was so numb from bipolar depression that I literally lost all feelings; I did not have pleasure in anything, was not upset by anything, was not angry and basically had no personality. After two weeks on this, I got significantly better. Of course, I needed other meds, and finding those was difficult. This was the pillar medicine after which everything else became add on&#039;s. I was recently in Australia, and they don&#039;t have Latuda there, so I don&#039;t think I could live there! I&#039;ve been hoping for the day when I can finally give a med a perfect score (because when I was sick all I did was dream of getting myself back), and now I can. Alleviates bipolar depression and any residual psychotic symptoms.""",10,8-Dec-15,36
Latuda,Schizophrenia,"""I have been taking 60mg for Schitzoaffective disorder. Have come off Flupenthixol and am now coming off Seroquel. Best I&#039;ve felt in years. Much happier. Delusions are gone, not hearing voices or misinterpretting things. I take it in the morning with food but have found when I drink Jamacian tea I throw up and have a swore stomach at night. Have switched to decafe tea with lemon juice.""",10,21-Nov-15,23
Latuda,Bipolar Disorde,"""I have high hopes for Latuda! Over the past 15 years I have been treated for depression/anxiety disorder/panic attacks, and things would sometimes get a little better, but eventually get worse again. I went through a particularly awful time about a month ago, so my doctor gave me a sample of Latuda. Like many here, I felt extreme exhaustion right away, which would put me straight to sleep. However, it abated a bit after the first few days, and by a week it is not bad I have gained some weight, but I think it&#039;s because I&#039;ve been eating/taking Latuda later at night. (Nothing like what I gained on Abilify) I am also waking up earlier in the morning (7 a.m. instead of my 7:30 alarm) in a good mood!""",8,12-Apr-14,90
Latuda,Bipolar Disorde,"""I was diagnosed five years ago as being bipolar and long term Post Traumatic Stress Disorder. I have taken many medicines.  I felt so much better when adding Latuda that I went from 80 mg to 120 mg. I totally crashed. I was extremely depressed. I went off the medicine for six weeks. I started again taking 80 mg. I have been stable for five weeks. I also take lithium, Xanax, and Klonopin.  I stay on a strict schedule of exercise.  I am taking it day by day.  This is one of my most expensive medicines.""",7,7-May-14,71
Latuda,Schizoaffective Disorde,"""I have had MUCH success with getting rid of hallucinations, but this is simply not treating the bipolar portion of my schizoaffective disorder.  I&#039;m having severe racing thoughts, compulsive lying, and general mania right now, and I&#039;m on 80mg.""",6,20-Nov-11,24
Latuda,Bipolar Disorde,"""Diagnosed with Bipolar II and Schizophrenia. At first this was the wonder drug. Now, as I&#039;m 1 year into it, my daily functionality has significantly decreased. I take this with 50mg Vyvanse just to wake up enough to work. I can&#039;t verbally communicate any more, even with friends or my wife. It&#039;s affecting my work. My tongue clicks and my legs shake uncontrollably. No motivation. No emotional reactions except strong anger outbursts. I will sleep 18+ hrs a day if I can.""",5,21-Jun-16,27
Latuda,Bipolar Disorde,"""I have recently been diagnosed BP 2.  I spent years being depressed with one suicide attempt.  I had been taking fluoxetine for 10+ years.  When I finally went to a psychiatrist he took put me on Latuda and Lamictal.  What a difference!   My primary care asked me to go off the Latuda for a few days and I definitely noticed a difference for the worse.  Latuda and Lamictal have saved my life, I am much more productive, motivated and happy.""",10,3-Jul-16,61
Latuda,Schizophrenia,"""After yrs on with a number of meds all these arguments in my head are starting to quite down some and starting to make sense 50 pounds later and completely isolated from the world feeling like I can make a reality check and at least have hope of a better and brighter day just checked out after an episode and hope they got it right finally. Started @40 and just ate and took my first 60... Feeling positive at least with sample packs""",7,3-Nov-15,16
